Id,Text
5432, add view name viewexpand viewexpand expandview call alreadi schema path contain view view name context use also know name view expand current call code relroot expandview reldatatyp rowtyp string querystr schemaplu rootschema list string schemapath code propos code relroot expandview reldatatyp rowtyp string querystr schemaplu rootschema list string schemapath string viewnam code
5433, lazi evalu rexcal digest current rexcal comput digest eagerli constructor also comput digest everi time tostr invok may caus perform issu rexcal tree larg
5434, standard code style import packag hous style specifi whether import convert star propos import convert star packag thu code import c1 import c2 import c3 code becom code import code c4 ad consist intellij default rule ok use star fewer use thu remov use c2 would requir import chang checkstyl rule ban star import exclud certain packag allow limit particular number
5435, add statist spi lattic optim algorithm optiq 427 ad optim algorithm choos initi set tile materi rowcountestim attribut number row lattic add spi gener estim number row lattic number row given tile lattic specifi dimens also add default implement spi execut sql queri cach result use kind approxim cardin set attribut quarter distinct valu year 10 distinct valu year quarter 40 distinct valu perhap expect 39 79 distinct valu tabl 650 row per formula implement read stat extern stat tabl execut sql sampl small percentag row would also possibl
5436, make parser accept configur max length sql identifi calcit current use 128 maximum length sql identifi would like enhanc sql parser system abl choos identifi max length follow discuss copi dev mail list jinfeng calcit formli optiq set maximum length sql identifi 128 sound quit reason ordinari sql identifi howev system like drill allow user queri file directli quit like run allow identifi length drill allow use case select df schema directory1 directory2 filenam json directori plu filenam pars sql identif sinc mani file system would allow file name 255 byte like user could use identifi 128 byte queri file directli would like ask calcit commun whether perform impact bump maximum length sql identifi neglig perform impact make maximum length configur sql parser could make slightli modif combinedpars jj templat allow system set max length default still 128 approach allow configur set seem match postgr allow length rais chang namedatalen constant src includ pg_config_manu julian system abl choos identifi max length i?refer make configur runtim test add extra paramet sqlparser?onstructor call parser setidentifiermaxlength similar call setquotedcas right want go creat interfac sqlparser config int identifiermaxlength case quotedcas case unquotedcas replac paramet sqlparser?onstructor one config paramet
5437, use user given name reloptutil createproject createrenam
5438, allow tablemacro consum map collect actual possibl pass tablemacro smth like code tabl my_tabl simplenam map key valu anotherkey anothervalu code sqluserdefinedtablemacro convertargu lead illegalargumentexcept _all argument call macro xxx liter
5439, add reldistribut trait exchang relat express calcit increasingli target support distribut execut engin distribut sql engin shuffl exchang oper shuffl data deamon runtim system use add notion shuffl relnod first class citizen calcit
5440, add avatica support gettabl per titl
5441, connect isol avatica client avatica manag independ connect underli data sourc client connect client isol one statement collid anoth
5442, pass server side except back client avatica rpc respons object contain except field deseri thrown client side way client see stack trace meaning 500 error
5443, implement connectionsync rpc per thread dev list titl avatica handl connect state ticket implement rpc
5444, dml avatica split execut fetch request
5445, use factori materializationservic creat tabl follow convers http mail archiv apach org mod_mbox incub calcit dev 201503 mbox 3ccang6qpx7elmurkxrty09ygw7gchmnrssdnrcqend_3z 3djcx 3dgg 40mail gmail com 3e two task use factori creat tabl repres materi view add entri schema materi tabl creat definemateri open wip progress soon easi implement prove hard rest code requir calciteschema tableentri object avail tabl ad schema dont know get object exist entri
5446, commit function expos rpc server seem commit rollback function expos rpc server mean usabl autocommit mode avatica concept commit rpc remot jdbc connect rais except call commit phoenix nativ jdbc connect implement commit rpc need extend allow call remot easiest way test autocommit commit fail sqline thin py work sqline py
5447, provid way avatica client queri server version current seem way avatica client find avatica rpc protocol version version server compon use case allow apach phoenix client request avatica version phoenix version hbase version phoenix queri server
5448, regist combin materi substitut queri multipl tabl refer could multipl combin substitut rel one materi applic one sub tree multipl combin substitut rel differ materi applic differ sub tree respect code test public void testsinglematerializationmultiusag string select select emp empid 300 join select emp empid 200 use empid tri prepar thread_trim set true materializationservic setthreadloc calciteassert withmateri jdbctest hr_model m0 select emp empid 500 queri enablemateri true explainmatch new function resultset void public void appli resultset tri final string actual util tolinux calciteassert tostr final string scan enumerabletablescan tabl hr m0 asserttru actual two occurr scan stringutil countmatch actual scan return null catch sqlexcept throw new runtimeexcept sameresultwithmaterializationsdis final prepar thread_trim set fals test public void testmultimaterializationmultiusag string select select emp empid 300 join select emp deptno 10 use empid tri prepar thread_trim set true materializationservic setthreadloc calciteassert withmateri jdbctest hr_model m0 select emp empid 500 m1 select emp deptno 20 queri enablemateri true explaincontain enumerabletablescan tabl hr m0 explaincontain enumerabletablescan tabl hr m1 sameresultwithmaterializationsdis final prepar thread_trim set fals code
5449, enabl client recov miss server side state deploy one instanc avatica server desir treat collect server singl server ideal want avatica client oper manner expect server specif state exampl avatica client abl know server statement id client think client creat new statement desir allow us use gener load balanc client server without need cluster sticki session downsid face failur oper take longer normal even perform hit long avatica server exist client still retriev result queri ideal tl dr take longer client still get answer two major area need address present automat recreat statement cach recreat resultset resum iter fetch depend stabl result underli jdbc driver otherwis extern synchron would requir consid prerequisit
5450, pass url connect properti avatica server ticket propos abil pass connect creation time properti info remot avatica driver avatica server use case phoenix properti like currentscn tenantid similar use case custom driver compani work user password properti enabl authent cfr calcit 519 calcit 643 see also discuss mail list http mail archiv apach org mod_mbox incub calcit dev 201510 mbox 3ccaaf1jdizbrumfo2cfruoxphbbf 3dyq5t 2bd 2b1ig1fzknvdj8rgoa 40mail gmail com 3e thing consid remot driver might properti like url pass server remot driver respons remov server might want disallow set properti remot allow connect differ databas current avatica server creat default connect though mark remov use authent particularli annoy sinc need start server url contain user password attach patch base calcit add abil pass properti part new openconnectionrequest rpc call creationconnetionrequest propos differ reason calcit 663 authent reason mention default connect also drop one jdbcmeta instanc server side manag map connect sinc connect alreadi creat per client side connect differ except connect creat explicitli implicit connect creation drop look auto recreat connect part recoveri calcit 903 somewhat hacki thing patch addit avaticaconnect setid let server decid connect id seem logic first though easili revers remot driver creat extra servic instanc abl openconnect request request happen within remotemeta patch also pass error messag back client simpl improv toward calcit 645 call metadata getcolumn also connect id fix calcit 871 becom easi patch readi well patch accept rework master
5451, match materi view predic contain string rang continu calcit 786 queri optim use materi view earlier support predic specifi rang variabl 90 30 would abl optim even predic use either queri specifi view also ad support string optim
5452, make httpserver configur met case increas requestheaders current possibl
5453, organ applic materi revers topolog order calcit 890 tri appli materi possibl substitut combin work fine applic materi independ depend materi order materi perform substitut matter exampl tabl materi tabl use anoth materi tabl use tabl thu appli materi appli materi right output applic materi list iter input materi list could random order actual direct graph use find applic materi also take advantag graph organ desir order
5454, support stream join stream join use relat inform differ stream stream relat combin calcit lack proper support stream relat join stream stream join stream relat join like fail sql valid stage select stream order orderid order productid product name order join product order productid product id product stream queri valid accord calcit even though stream stream join queri valid due unbound natur stream
5455, provid gener server metadata respons follow calcit 903 assumpt work common case run behind load balanc given client would continu rout back avatica server instanc sadli necessarili realiti load balanc technolog avail capabl round robin algorithm similar need provid inform client make decis return server upon subsequ request fetch next page result think gener server process given request gener metadata could includ thing like avatica version real jdbc version inform etc
5456, provid gener server metadata respons follow calcit 903 assumpt work common case run behind load balanc given client would continu rout back avatica server instanc sadli necessarili realiti load balanc technolog avail capabl round robin algorithm similar need provid inform client make decis return server upon subsequ request fetch next page result think gener server process given request gener metadata could includ thing like avatica version real jdbc version inform etc
5457, creat separ sqlfunctioncategori valu tabl function macro avoid tri appli tabl function context appli regular function tabl function need
5458, support input_fil current support input_segment_numb read specifi segment read data one segment add input_fil read specifi file
5459, support absolut path without scheme load
5460, disk hotspot found data load scenario current done massiv data load input data 71gb csv format?and 88million record use carbondata use dictionari encod test environ three node 11 disk yarn executor directori submit load command jdbcserver jdbcserver instanc three executor total one node respect load take 10minut 3min vari time observ nmon inform load find? lot cpu wait first half load one singl disk mani write almost reach bottleneck avg 80m max 150m sa disk disk quit idel analyz data load carbondata read sort data local default scope write temp file local disk case one executor one node carbondata write temp file one disk contain directori yarn local directori thu result singl disk hotspot modif support multipl directori write temp file avoid disk hotspot ps improv environ result pretti optimist load take 6minut 10 minut improv
5461, chang queri relat rdd use tableinfo current queri relat rdd use carbont read file system introduc unnecessari file read pass schema inform driver serial tableinfo
5462, secur dictionari server port secur dictionari server port implement singl pass load dictionari key creation done driver executor commun extern port commun happen tcp commun secur encrypt case spark turn secur paramet carbon dictionari port also follow authent encrypt commun sasl authent protocol digest md5 encrypt pr make dictionari server client commun secur encrypt case spark turn secur authent paramet carbon commun also becom secur default commun still non secur paramet spark authent true spark authent enablesaslencrypt true spark authent secret
5463, ad tableprovid suppli carbont wherev need
5464, add blocklet info index file make datamap distribut job add blocklet info index file make datamap distribut job add blocklet info carbonindex file datamap requir read carbondata file footer blocklet inform make datamap load faster make data map distribut add spark job datamap prune could happen distribut prune blocklet list would sent driver
5465, use carbontableinputformat presto integr use carbontableinputformat presto integr
5466, add valu base compress decim data type decim store int long ad valu base compress decim data type decim store int long decim precis decim valu store byte compress base min max valu compar primit data type compress therefor base min max valu decim data fall integ rang compress byte short decim precis 18 decim valu store byte compress base min max valu compar primit data type compress therefor base min max valu decim data fall long rang compress byte short int advantag reduc storag space therebi decreas io time read decompress data
5467, carbondata unsupport boolean data type spark hive tabl support boolean data type intern tabl also support boolean data type boolean data type rang true fals use quotat mark around true fals liter valu write liter valu uppercas lowercas mix case valu queri tabl alway return lowercas true fals implement function employ endcod rle data express byte array carbondata support boolean data type follow aspect creat tabl support boolean data type insert tabl valu support insert boolean column insert overwrit insert tabl select anoth tabl select tabl load data local csv file filter includ describl show boolean data type also add test case booleantyp directori spark2
5468, support timestamp 68 year enhanc nodictionari datatyp int long problem current implement support timestamp direct dictionari dictionari alway integ 68 year rang support solut issu support timestamp default dictionary_exclud allow store intern unix long timestamp problem int bigint long type support dictionari includ measur allow dictionari exclud solut support int bigint long dictionari exclud also sort column support int long bigint resolv carbondata 1485
5469, presto integr perform improv presto integr perform improv implement better handl null stream reader ad short timestamp reader resolv properli optim filter ensur better push
5470, get detail blocklet inform use default blockletdatamap datamap detail inform blocklet need exceut queri present blockletdatamap actual default datamap new datamap ad give inform blocklet blockid insuffuci inform exceut queri pleas add function retriev detail blocklet inform blockletdatamap base block blocklet id
5471, support databas locat configur creat databas support creation carbon tabl databas locat support creation carbon tabl databas locat pleas refer design discuss http apach carbondata dev mail list archiv 1130556 n5 nabbl com discuss support databas locat configur creat databas td23492 html
5472, add event listen interfac carbondata add event listen interfac carbondata allow extend current function variou command perform variou oper exampl complet load process aggreg tabl creat tabl data load oper need done aggreg tabl also case creat listen aggregateloadlisten regist event bu listen call load oper complet take care load aggreg tabl
5473, add scale decim decimaltyp decimaltyp includ scale precis scale precis class member outsid decimaltyp remov
5474, merg carbonindex file segment hi problem first time queri carbon becom slow read mani small carbonindex file cach driver first time mani carbonindex file creat case load data larg cluster exampl cluster size 100 node load 100 index file creat per segment 100 load number carbonindex file becom 10000 slower read file driver sinc lot namenod call io oper solut merg carbonindex file two level reduc io call namenod improv read perform merg within segment merg carbonindex file singl file immedi load complet within segment would name carbonindexmerg file actual true data merg simpl file merg current structur carbonindex file chang read read one file instead mani carbonindex file within segment
5475, merg carbonindex file segment hi problem first time queri carbon becom slow read mani small carbonindex file cach driver first time mani carbonindex file creat case load data larg cluster exampl cluster size 100 node load 100 index file creat per segment 100 load number carbonindex file becom 10000 slower read file driver sinc lot namenod call io oper solut merg carbonindex file two level reduc io call namenod improv read perform merg within segment merg carbonindex file singl file immedi load complet within segment would name carbonindexmerg file actual true data merg simpl file merg current structur carbonindex file chang read read one file instead mani carbonindex file within segment
5476, renam aggtyp measuretyp mani aggtyp code mean clear
5477, make arraytyp structtyp contain child datatyp
5478, filter optim includ filter give us 60 block data includ filter convert exclud filter
5479, clean store path interfac mani getstorepath api unifi one place
5480, count star optim sinc carbon record number row metadata count star queri leverag improv perform
5481, generivectorizedread presto write gener vector reader presto remov depend spark
5482, creat configur sparksess data load creat configur form sparksess data load
5483, make fileoper pluggabl refactor filefactori base filetyp support plug gabl file handler custom file handler specif logic exampl user provid implement extend exist filetyp
5484, extract carbont builduniquenam method factori code invok method extract carbont builduniquenam method factori code invok method
5485, reus old row reduc memori consumpt data convert process data load carbondata convert row anoth row batch current creat new batch store convert row think optim reus old row batch space thu reduc memori consumpt gc overhead
5486, refactor sortsteprowutil make readabl refactor optim sortrowsteputil make effici readabl
5487, support specifi tablepath creat tabl user abl specifi tabl path creat tabl
5488, add support task segment level prune add support task segment level prune add code comput task level min max help task segment level prune
5489, add dictionari path support carbondata add dictionari path support carbondata dictionari framework need enhanc support read dictionari file given dictionari file locat support new tabl properti table_properti dictionary_path xxx allow provid extern dictionari path tabl ex pre aggreg tabl share dictionari path main tabl dictionari need creat
5490, add transact support pre aggreg tabl load current load process like load main tabl load preagg1 write tabl statu load preagg2 write tabl statu write tabl statu maintabl improv process load main tabl load preagg1 load preagg2 write tabl statu preagg2 write tabl statu preagg1 write tabl statu maintabl
5491, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5492, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5493, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5494, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5495, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5496, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5497, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5498, optim read write sort temp row data load scenario current carbondata data load sort process step record sort partial spill disk carbondata read record merg sort sinc sort step cpu tens write read record optim serial deseri row reduc cpu consumpt pars row enhanc data load perform resolv pick un sort field row pack byte array skip pare result test cluster seen perform gain 74mb node 81mb node
5499, enhanc merg index compact featur support creation merg index file old store index file contain blocklet info enhanc merg index compact featur support creation merg index file old store index file contain blocklet info old store creat carbondata version contain blocklet info index file store merg index file creat blocklet inform present merg index file first time queri carbondata file footer read blocklet inform retriev benefit support merg index file creation old store improv first time queri perform note first time queri perform improv merg index file creat run first queri
5500, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5501, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5502, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5503, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5504, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5505, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5506, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5507, optim data load skew data one case carbondata load skew data file size data file rang 1kb 5gb current implement carbondata distribut file block split among node maximum data local data evenli distribut call block node assign short howev current implement problem assign block number base goal make sure node deal amount number block skew data scenario describ block small file block big file differ size 1kb 64mb result differ total data size assign data node larg order solv problem size block consid block node assign one node deal block anoth long total size block almost
5508, skip write final data file local disk save disk io data load current data load carbondata write final data file local disk copi hdf save disk io carbondata skip procedur directli write file hdf
5509, store carbondata locat datamap make datamap retriev faster store carbondata locat datamap make datamap retriev faster
5510, add compact listen
5511, refactor code segreg process meta process data load command h1 refactor code segreg process meta process data load compact command class
5512, enhanc data load perform specifi rang bound sort column current carbondata data load use node_sort also known local_sort follow procedur convert input data batch convert sort batch write sort temp file tempsort combin sort temp file merg sort get bigger order sort temp file mergesort combin sort temp file final sort result feed next procedur finalsort get row order convert row carbondata columnar format page produc write bundl page file write correspond index file consum step1 step3 done concurr use multi thread step4 done use one thread step5 done use multi thread step4 bottleneck among procedur observ data load perform see cpu usag step3 low enhanc data load perform parallel step4 user specifi rang bound sort column carbondata intern distribut record differ rang process data concurr differ rang
5513, enhanc data load perform specifi rang bound sort column current carbondata data load use node_sort also known local_sort follow procedur convert input data batch convert sort batch write sort temp file tempsort combin sort temp file merg sort get bigger order sort temp file mergesort combin sort temp file final sort result feed next procedur finalsort get row order convert row carbondata columnar format page produc write bundl page file write correspond index file consum step1 step3 done concurr use multi thread step4 done use one thread step5 done use multi thread step4 bottleneck among procedur observ data load perform see cpu usag step3 low enhanc data load perform parallel step4 user specifi rang bound sort column carbondata intern distribut record differ rang process data concurr differ rang
5514, enhanc data load perform specifi rang bound sort column current carbondata data load use node_sort also known local_sort follow procedur convert input data batch convert sort batch write sort temp file tempsort combin sort temp file merg sort get bigger order sort temp file mergesort combin sort temp file final sort result feed next procedur finalsort get row order convert row carbondata columnar format page produc write bundl page file write correspond index file consum step1 step3 done concurr use multi thread step4 done use one thread step5 done use multi thread step4 bottleneck among procedur observ data load perform see cpu usag step3 low enhanc data load perform parallel step4 user specifi rang bound sort column carbondata intern distribut record differ rang process data concurr differ rang
5515, refactor queri scan process improv readabl
5516, refactor queri scan process improv readabl
5517, refactor queri scan process improv readabl
5518, presto integr code refactor presto integr code refactor remov unnecessari class improv perform
5519, remov carbon spark depend sdk modul store sdk modul depend carbon spark modul
5520, remov carbon spark depend sdk modul store sdk modul depend carbon spark modul
5521, remov carbon spark depend sdk modul store sdk modul depend carbon spark modul
5522, restructur partit folder per standard hive folder
5523, restructur partit folder per standard hive folder
5524, stream sometim carbont null executor side
5525, stream sometim carbont null executor side
5526, access tablestatu file mani time queri problem current carbondata singl queri access tablestatu file time definit slow queri perform especi file remot cluster sinc read file pure client side oper step reproduc add logger atomicfileoperationsimpl openforread printout file name read run queri carbondata tabl ran testloaddatagener test test data load csv file without extens name observ output log search keyword tablestatu
5527, access tablestatu file mani time queri problem current carbondata singl queri access tablestatu file time definit slow queri perform especi file remot cluster sinc read file pure client side oper step reproduc add logger atomicfileoperationsimpl openforread printout file name read run queri carbondata tabl ran testloaddatagener test test data load csv file without extens name observ output log search keyword tablestatu
5528, add path tabl path store lock file delet useless segment lock file load pr1984 http github com apach carbondata pull 1984 merg delet lock file unlock mani useless lock file tabl path especi segment lock file grow everi batch load solut add child path tabl path call lock lock file store path load get useless segment lock file delet segment lock file grow lock file dosen grow
5529, add path tabl path store lock file delet useless segment lock file load pr1984 http github com apach carbondata pull 1984 merg delet lock file unlock mani useless lock file tabl path especi segment lock file grow everi batch load solut add child path tabl path call lock lock file store path load get useless segment lock file delet segment lock file grow lock file dosen grow
5530, optim unsaf sort data load inspir batch_sort enough memori local_sort unsaf properti hold row page memori possibl spill page disk sort temp file memori unavail spill page memori merg sort page time request unsaf row page memori unavail trigger merg sort memori page spill result disk sort temp file incom page held memori instead spill disk directli implement data size spill bigger benefit disk io
5531, support write json avro data carbon file sdk user abl write json avro data carbon file
5532, collect sql execut inform driver side
5533, support sdk api read schema data file schema file
5534, save datamap system folder warehous problem current datamap schema save insid main tabl schema approach cannot satisfi datamap belong one tabl suppos need creat datamap join tabl cannot keep datamap schema one tabl also access datamap requir read main tabl schema everi time well optim need creat multipl datamap tabl datamap need store schema tabl size main tabl schema grow impact perform solut make datamap schema independ main tabl schema store schema under?system folder locat locat configur use carbon property?arbon system folder locat default store store locat creat datamap schema json format better readabl interfac store databas made?abl tablenam datamap ddl option user creat drop show datamap without?abl option
5535, enhanc compact perform enabl prefetch compact carbondata queri segment retriev row? sort row produc final carbondata file current find poor perform retriev row ad prefetch row sure improv compact perform local test compact 4?egment 100 thousand row cost 30 prefetch 50 without prefetch test larger cluster compact segment 18gb raw data cost 45min prefetch 57min without prefetch
5536, refactor code improv distribut interfac
5537, refactor code improv distribut interfac
5538, distribut search mode use grpc user give sql statement includ project filter use rpc call distribut scan carbon file directli instead use rdd queri mode rdd overhead like rdd construct dag schedul avoid
5539, page level uncompress queri perform improv unsaf dictionari page level decod queri add page level demand decod current code page blocklet get uncompress memori footprint high caus oom ad code support page level decod one page decod record process next page data decod improv queri perform exampl limit queri unsaf dictionari unsaf variabl length optim getrow vector process putarray method
5540, add cach datamap schema provid avoid io read add cach datamap schema provid avoid io read
5541, add queryexecutor searchmod row base carbonrecordread
5542, add profil output explain command inform give explain command show effet datamap
5543, add cg prune fg prune cg prune fg prune pass prune segment indexfil fg datamap prune
5544, improv lucen datamap perform elimin blockid write read index current datamap interfac implement use blockid blockletid write index file actual blockid need store index file requir blockletid add memori disk size write index file
5545, support visibl invis datamap perform tune invis datamap use queri use verifi whether remov datamap futur featur similar invis index mysql http dev mysql com doc refman en invis index html
5546, search mode support lucen datamap carbon support code java 18 04 23 06 12 14 error carbonsess except execut search mode error resolv filter express fallback sparksql 18 04 23 06 12 14 error carbonsess except execut search mode error resolv filter express fallback sparksql code carbon support
5547, search mode support lucen datamap carbon support code java 18 04 23 06 12 14 error carbonsess except execut search mode error resolv filter express fallback sparksql 18 04 23 06 12 14 error carbonsess except execut search mode error resolv filter express fallback sparksql code carbon support
5548, datamap support refresh command current lucenedatamap support refresh command user creat bloomfilt datamap trigger refresh datamap ignor command make datamap usag lot confus
5549, index datamap support immedi load defer load creat datamap preaggreg timeseri datamap carbon load datamap soon user creat lucen bloomfilt behavior align otherwis user confus better option creat datamap let user choos whether load datamap immedi defer manual refresh later
5550, support flat folder structur carbon flat folder make carbondata file store flat tabl path control tabl properti flat_fold default fals cannot hybrid user cannot chang properti tabl creat segment file creat load segment file creat metadata folder tabl path segment number ad part carbondata index file datamap file creat directli tabl path tablepath dmname segment_numb task_nam dm iud support list file iud may hit perform compact support delet segment impact clean file impact alter tabl impact pre agg properti need inherit child also support flat folder structur partit impact featur alreadi flat folder structur stream handoff support flat folder structur stream segment locat chang
5551, support flat folder structur carbon
5552, remov unnecessari tableprovid interfac
5553, support cach bloom datamap current queri use bloom filter datamap slow root caus load bloom filter index cost much time implement driver side cach acceler load index procedur
5554, improv lucen datamap size performnac improv lucen datamap size perform use follow paramet new dm properti flush_cach size cach maintain lucen writer specifi tri aggreg uniqu data till cach limit flush lucen best suitabl low cardin dimens split_blocklet made true store data blocklet wise lucen mean new folder creat blocklet thu elimin store blockletid lucen also make lucen small chunk data
5555, chnage bloom implement hadoop better perform compress current implement bloom give better perform compress also add new guava depend carbon remov guava depend add hadoop?loom
